         7.08311e-05         7.44629e-05         7.82805e-05
         8.22942e-05         8.65135e-05          9.0949e-05
         9.56121e-05         0.000100514         0.000105667
         0.000111085         0.000116781         0.000122768
         0.000129062          0.00013568         0.000142636
         0.000149949         0.000157637         0.000165719
         0.000174216         0.000183148         0.000192538
          0.00020241         0.000212788         0.000223697
         0.000235166         0.000247223         0.000259899
         0.000273223         0.000287232         0.000301958
         0.000317439         0.000333714         0.000350824
          0.00036881         0.000387719         0.000407596
         0.000428491         0.000450462         0.000473553
         0.000497832         0.000523355         0.000550184
         0.000578391         0.000608046         0.000639218
         0.000671988         0.000706432         0.000742649
         0.000780728         0.000820744         0.000862817
          0.00090705         0.000953536          0.00100242
          0.00105379          0.00110781          0.00116458
          0.00122427          0.00128701          0.00135298
          0.00142231          0.00149519          0.00157181
          0.00165234          0.00173699          0.00182596
           0.0019195          0.00201781          0.00212115
          0.00222977          0.00234393          0.00246392
          0.00259003          0.00272258          0.00286187
          0.00300827          0.00316211          0.00332378
          0.00349367          0.00367218          0.00385975
          0.00405679          0.00426385          0.00448135
           0.0047098          0.00494976           0.0052018
          0.00546646          0.00574441          0.00603617
          0.00634254          0.00666401          0.00700146
          0.00735549          0.00772684          0.00811635
          0.00852477          0.00895292          0.00940152
           0.0098716           0.0103638           0.0108791
           0.0114182           0.0119821           0.0125716
           0.0131874           0.0138303            0.014501
           0.0152002           0.0159284           0.0166864
           0.0174743           0.0182924           0.0191409
           0.0200199           0.0209288           0.0218675
           0.0228351           0.0238306           0.0248529
           0.0259003           0.0269708           0.0280622
            0.029172            0.030297           0.0314338
           0.0325789           0.0337282           0.0348773
           0.0360218           0.0371573           0.0382789
           0.0393822           0.0404628           0.0415168
           0.0425403           0.0435305           0.0444846
           0.0454015           0.0462802           0.0471211
           0.0479252           0.0486946           0.0494328
           0.0501436           0.0508318           0.0515036
           0.0521648           0.0528222           0.0534835
           0.0541558           0.0548461           0.0555627
           0.0563122           0.0571016           0.0579372
           0.0588252           0.0597707            0.060778
            0.061851           0.0629924           0.0642039
           0.0654862           0.0668386           0.0682592
            0.069745           0.0712908             0.07289
           0.0745341            0.076213           0.0779135
           0.0796209           0.0813173           0.0829825
           0.0845934           0.0861237           0.0875439
           0.0888223           0.0899228           0.0908076
           0.0914359           0.0917648           0.0917498
           0.0913455           0.0905067           0.0891898
           0.0873535           0.0849607             0.08198
           0.0783875           0.0741684           0.0693188
           0.0638466           0.0577728           0.0511327
           0.0439751           0.0363628            0.028371
            0.020086           0.0116028          0.00302258
         -0.00555022          -0.0140112          -0.0222591
          -0.0301988           -0.037744          -0.0448193
          -0.0513617          -0.0573222          -0.0626654
          -0.0673701          -0.0714276          -0.0748422
           -0.077628          -0.0798087          -0.0814151
          -0.0824842          -0.0830566          -0.0831757
          -0.0828863          -0.0822333          -0.0812606
          -0.0800108          -0.0785243           -0.076839
          -0.0749897          -0.0730086          -0.0709247
           -0.068764          -0.0665495          -0.0643017
          -0.0620384          -0.0597748          -0.0575242
          -0.0552975          -0.0531044          -0.0509523
          -0.0488475           -0.046795          -0.0447989
          -0.0428618          -0.0409861          -0.0391728
           -0.037423          -0.0357368          -0.0341139
          -0.0325538          -0.0310557          -0.0296184
          -0.0282406          -0.0269209          -0.0256575
          -0.0244491          -0.0232936          -0.0221894
          -0.0211347          -0.0201276          -0.0191663
          -0.0182491          -0.0173742          -0.0165399
          -0.0157445          -0.0149863          -0.0142637
          -0.0135752          -0.0129194          -0.0122946
          -0.0116995          -0.0111329          -0.0105933
          -0.0100796         -0.00959057           -0.009125
         -0.00868182         -0.00826002         -0.00785856
         -0.00747648         -0.00711288         -0.00676686
         -0.00643759         -0.00612428         -0.00582615
          -0.0055425          -0.0052726         -0.00501582
          -0.0047715         -0.00453906         -0.00431792
         -0.00410752         -0.00390737         -0.00371695
          -0.0035358         -0.00336346         -0.00319952
         -0.00304355         -0.00289519         -0.00275405
         -0.00261978         -0.00249205         -0.00237055
         -0.00225498         -0.00214503         -0.00204043
         -0.00194094          -0.0018463         -0.00175627
         -0.00167063         -0.00158916         -0.00151167
         -0.00143796         -0.00136783         -0.00130113
         -0.00123767         -0.00117732          -0.0011199
         -0.00106529         -0.00101334        -0.000963918
         -0.00091691        -0.000872195        -0.000829658
        -0.000789197        -0.000750708        -0.000714096
        -0.000679271        -0.000646143        -0.000614631
        -0.000584656        -0.000556142        -0.000529019
        -0.000503219        -0.000478677        -0.000455332
        -0.000433126        -0.000412002        -0.000391908
        -0.000372795        -0.000354613        -0.000337319
        -0.000320867        -0.000305219        -0.000290333
        -0.000276174        -0.000262704        -0.000249892
        -0.000237705        -0.000226112        -0.000215085
        -0.000204594        -0.000194616        -0.000185125
        -0.000176096        -0.000167508        -0.000159339
        -0.000151568        -0.000144175        -0.000137144
        -0.000130455        -0.000124093        -0.000118041
        -0.000112284        -0.000106808        -0.000101599
        -9.66439e-05        -9.19305e-05        -8.74469e-05
        -8.31821e-05        -7.91252e-05        -7.52662e-05
        -7.15955e-05        -6.81037e-05        -6.47823e-05
        -6.16228e-05        -5.86174e-05        -5.57586e-05
        -5.30393e-05        -5.04525e-05        -4.79919e-05
        -4.56513e-05        -4.34249e-05         -4.1307e-05
        -3.92925e-05        -3.73761e-05        -3.55532e-05
        -3.38193e-05        -3.21699e-05         -3.0601e-05
        -2.91085e-05        -2.76889e-05        -2.63385e-05
         -2.5054e-05        -2.38321e-05        -2.26698e-05
        -2.15641e-05        -2.05125e-05         -1.9512e-05
        -1.85604e-05        -1.76552e-05        -1.67942e-05
