              0     -0.0926787     -0.0354129     -0.0178457     -0.0429456
              1     -0.0955524      -0.025621     -0.0211569      -0.127829
              2     -0.0974714      -0.015573      0.0269169      0.0055629
              3     -0.0984166    -0.00536944     -0.0459814      0.0827611
              4     -0.0983783     0.00488776       0.153124      0.0116323
              5     -0.0973572      0.0150961       0.131433     -0.0522233
              6     -0.0953632      0.0251537       0.032936     -0.0991014
              7     -0.0924164      0.0349599      -0.109635    -0.00383913
              8     -0.0885462      0.0444168      0.0399983    -0.00550484
              9     -0.0837913      0.0534299      0.0278627      0.0232769
             10     -0.0781992      0.0619091       0.114064      0.0802612
             11     -0.0718257      0.0697698       0.017756     -0.0725791
             12     -0.0647346      0.0769333      -0.110631    -0.00883292
             13     -0.0569967      0.0833282     -0.0336169      -0.173727
             14     -0.0486892      0.0888905     -0.0072972      0.0178152
             15     -0.0398953      0.0935646       0.161693     -0.0772402
             16     -0.0307028      0.0973038       0.191567     -0.0393817
             17     -0.0212035       0.100071      0.0560437     -0.0272207
             18     -0.0114924       0.101838      -0.196904     -0.0877596
             19    -0.00166637       0.102588     -0.0416591       0.125296
             20     0.00817627       0.102312       0.143249      -0.031098
             21      0.0179372       0.101015       0.091209     -0.0813408
             22      0.0275189      0.0987075      0.0313264     -0.0453794
             23      0.0368257      0.0954143      0.0194999      0.0588351
             24      0.0457645      0.0911677     0.00979412       0.013735
             25      0.0542461      0.0860102      0.0524229      0.0310803
             26      0.0621856      0.0799933       0.121069      0.0647795
             27      0.0695038      0.0731772      0.0972012      -0.129784
             28      0.0761275      0.0656298      0.0108089      0.0658282
             29      0.0819906      0.0574268      0.0155043     -0.0154816
             30      0.0870345      0.0486499   -0.000993002     -0.0269395
             31      0.0912088       0.039387     0.00591521      0.0102143
             32      0.0944717      0.0297305      0.0289088      0.0551347
             33      0.0967907      0.0197769      0.0516757      -0.103123
             34      0.0981426     0.00962574      -0.173245      0.0456972
             35      0.0985139   -0.000621569     -0.0254334      0.0931883
             36      0.0979008     -0.0108627    -0.00770182     0.00863515
             37      0.0963096     -0.0209953      0.0915308     -0.0496531
             38      0.0937561     -0.0309181     -0.0139968     -0.0315178
             39      0.0902658      -0.040532     0.00501813      0.0155532
             40      0.0858736     -0.0497409      0.0739033     -0.0452654
             41      0.0806234     -0.0584528      0.0122248      -0.113825
             42      0.0745676     -0.0665806     -0.0447429     -0.0130802
             43      0.0677668     -0.0740433     -0.0110286      0.0386969
             44      0.0602888     -0.0807661      0.0129436      -0.112088
             45      0.0522085     -0.0866819      -0.127914      0.0737706
             46      0.0436065     -0.0917316      0.0231456     -0.0251725
             47      0.0345688     -0.0958648     -0.0830429     -0.0692356
             48      0.0251858     -0.0990401     -0.0427106      0.0532422
             49       0.015551      -0.101226      0.0144535      -0.019828
             50     0.00576091        -0.1024     -0.0227299      0.0413017
             51    -0.00408677      -0.102551     -0.0485504     -0.0174402
             52     -0.0138936      -0.101678      0.0397362      0.0790292
             53     -0.0235616     -0.0997884      0.0555399      -0.017763
             54     -0.0329942      -0.096902    -0.00303529     -0.0556146
             55     -0.0420971     -0.0930473      0.0344627      0.0405801
             56     -0.0507794     -0.0882629      -0.031436      0.0348772
             57     -0.0589544     -0.0825966     0.00261967     -0.0116329
             58     -0.0665403     -0.0761051       -0.10878     -0.0325555
             59     -0.0734613     -0.0688531     -0.0213668      0.0525806
             60     -0.0796483     -0.0609132      -0.095232     -0.0172598
             61     -0.0850396     -0.0523646      0.0299421      0.0734631
             62     -0.0895811     -0.0432929     -0.0142991      0.0353639
             63     -0.0932276     -0.0337886      0.0445598      0.0171336
             64     -0.0959425     -0.0239466     -0.0421036      0.0735661
             65     -0.0976989     -0.0138654      0.0704238      0.0135662
             66      -0.098479    -0.00364569      0.0480184    -0.00445564
             67     -0.0982752     0.00661047      0.0123958     -0.0849443
             68     -0.0970895      0.0168006     -0.0590029      -0.123422
             69     -0.0949337      0.0268228      -0.064556     0.00500449
             70     -0.0918293      0.0365771     -0.0178603     0.00124351
             71     -0.0878074      0.0459659      -0.101811     -0.0281335
             72     -0.0829082      0.0548954      0.0478911     -0.0519406
             73     -0.0771805      0.0632764      -0.149604      -0.042724
             74     -0.0706817      0.0710251     -0.0317928     0.00273094
             75     -0.0634767      0.0780642      -0.039897      0.0756473
             76     -0.0556375      0.0843233       0.023059      0.0826486
             77     -0.0472423      0.0897399      -0.103498    -0.00802971
             78     -0.0383751      0.0942598     0.00575815      0.0234476
             79     -0.0291244       0.097838      0.0623997     -0.0442217
             80     -0.0195828       0.100439    -0.00552689      -0.062207
             81    -0.00984551       0.102036     -0.0642115     -0.0093409
             82   -9.83909e-06       0.102613     -0.0378992        0.02444
             83     0.00982593       0.102165     -0.0180088      0.0702352
             84      0.0195635       0.100697      0.0851266     -0.0173037
             85      0.0291056       0.098222      -0.073698     -0.0151729
             86      0.0383569      0.0947659   -0.000885374    -0.00207164
             87       0.047225      0.0903629      0.0190484     -0.0852461
             88      0.0556212       0.085057     -0.0663937        -0.1273
             89      0.0634617      0.0789013     -0.0490961     -0.0286798
             90       0.070668      0.0719573      -0.152613     0.00724964
             91      0.0771683      0.0642943     -0.0733989     -0.0118285
             92      0.0828975      0.0559888      0.0550333     -0.0504001
             93      0.0877985      0.0471239     -0.0575075    -0.00844685
             94      0.0918222      0.0377882     -0.0142959     -0.0587728
             95      0.0949284      0.0280749      -0.040078       0.034412
             96      0.0970861      0.0180811      0.0763768      0.0243584
             97      0.0982738     0.00790666    -0.00251967     -0.0346158
             98      0.0984796    -0.00234682      0.0415921     -0.0302991
             99      0.0977014     -0.0125768     -0.0504688      -0.147947
            100       0.095947     -0.0226812      0.0505442     -0.0325734
            101      0.0932339     -0.0325589      0.0893677     -0.0554689
            102      0.0895893     -0.0421113      0.0358962    -0.00943296
            103      0.0850495      -0.051243      0.0375464      0.0603841
            104      0.0796599     -0.0598626      0.0124916     0.00835717
            105      0.0734744     -0.0678841       -0.11483      0.0793466
            106      0.0665548     -0.0752274       0.137992       0.108104
            107      0.0589702     -0.0818189      0.0362868       0.024214
            108      0.0507963      -0.087593      0.0688819      0.0509185
            109      0.0421149     -0.0924919      0.0180545     0.00267385
            110      0.0330127     -0.0964667      0.0597962      0.0503167
            111      0.0235807     -0.0994775       0.105553     0.00882766
            112      0.0139131      -0.101494     -0.0748274    -0.00636426
            113     0.00410642      -0.102497      -0.158874      0.0323036
            114    -0.00574128      -0.102476     -0.0687389     0.00700846
            115     -0.0155316      -0.101431      -0.011084    -0.00147979
            116     -0.0251667     -0.0993721      0.0129539      -0.132247
            117     -0.0345504     -0.0963206     -0.0301607    0.000321126
            118     -0.0435889     -0.0923066     -0.0150306       0.154417
            119     -0.0521918     -0.0873704      0.0648971       0.105093
            120     -0.0602733     -0.0815611      0.0572787     -0.0111147
            121     -0.0677525      -0.074937       0.019604      -0.199977
            122     -0.0745548     -0.0675641      -0.077176      -0.163178
            123     -0.0806121     -0.0595161      0.0093261     -0.0945827
            124      -0.085864     -0.0508734     -0.0333118     -0.0987303
            125     -0.0902579     -0.0417225     -0.0962246      0.0288866
