           0.0480042           0.0429255           0.0376373
            0.032175           0.0265748           0.0208734
           0.0151075          0.00931412           0.0035297
         -0.00220966         -0.00786855          -0.0134125
          -0.0188082          -0.0240236          -0.0290281
           -0.033793          -0.0382911          -0.0424974
          -0.0463889          -0.0499451          -0.0531476
          -0.0559803          -0.0584299          -0.0604856
          -0.0621389          -0.0633843          -0.0642187
          -0.0646416          -0.0646552          -0.0642641
          -0.0634755           -0.062299          -0.0607463
          -0.0588316          -0.0565711          -0.0539829
           -0.051087          -0.0479051          -0.0444604
          -0.0407776          -0.0368824          -0.0328017
          -0.0285632          -0.0241951          -0.0197264
          -0.0151861          -0.0106036         -0.00600792
         -0.00142801          0.00310767          0.00757125
           0.0119356           0.0161747           0.0202633
           0.0241777           0.0278954           0.0313954
           0.0346584           0.0376666           0.0404042
           0.0428573           0.0450138           0.0468636
           0.0483988           0.0496133           0.0505034
           0.0510671           0.0513048           0.0512188
           0.0508133           0.0500946           0.0490709
            0.047752           0.0461497           0.0442773
           0.0421496           0.0397829           0.0371947
            0.034404           0.0314304           0.0282946
           0.0250183           0.0216234           0.0181327
           0.0145691           0.0109557          0.00731572
          0.00367222         4.80439e-05         -0.00353435
         -0.00705306          -0.0104868           -0.013815
          -0.0170182          -0.0200777          -0.0229761
          -0.0256971          -0.0282257          -0.0305484
           -0.032653          -0.0345289           -0.036167
          -0.0375597          -0.0387014          -0.0395876
          -0.0402159          -0.0405853          -0.0406965
          -0.0405518           -0.040155          -0.0395117
          -0.0386286          -0.0375141          -0.0361778
          -0.0346307          -0.0328849          -0.0309536
          -0.0288511          -0.0265925          -0.0241938
          -0.0216715           -0.019043          -0.0163258
           -0.013538          -0.0106979         -0.00782384
         -0.00493419         -0.00204722         0.000819041
           0.0036469          0.00641912          0.00911898
           0.0117305           0.0142382           0.0166278
           0.0188856            0.020999           0.0229566
           0.0247477           0.0263633           0.0277951
           0.0290365           0.0300817           0.0309267
           0.0315683            0.032005           0.0322363
           0.0322633           0.0320882           0.0317143
           0.0311464           0.0303901           0.0294526
           0.0283416           0.0270663           0.0256364
           0.0240627           0.0223567           0.0205307
           0.0185974           0.0165703           0.0144629
           0.0122896           0.0100646           0.0078025
          0.00551783          0.00322515         0.000938919
         -0.00132665         -0.00355761         -0.00574041
         -0.00786196         -0.00990969          -0.0118717
          -0.0137366          -0.0154939          -0.0171339
          -0.0186476          -0.0200271          -0.0212653
          -0.0223561          -0.0232943           -0.024076
          -0.0246979           -0.025158          -0.0254555
          -0.0255902          -0.0255633          -0.0253767
          -0.0250336          -0.0245378          -0.0238942
          -0.0231087          -0.0221876          -0.0211385
          -0.0199693          -0.0186887          -0.0173061
          -0.0158312          -0.0142744          -0.0126464
          -0.0109582         -0.00922104         -0.00744633
         -0.00564565         -0.00383054         -0.00201255
         -0.00020307          0.00158667          0.00334571
           0.0050634          0.00672946          0.00833408
          0.00986793           0.0113222           0.0126888
           0.0139602           0.0151294           0.0161904
           0.0171378            0.017967           0.0186741
           0.0192562           0.0197111           0.0200374
           0.0202345           0.0203027           0.0202432
           0.0200576           0.0197488           0.0193199
           0.0187752           0.0181194           0.0173578
           0.0164964           0.0155418           0.0145011
           0.0133817           0.0121916           0.0109391
          0.00963266          0.00828112          0.00689346
          0.00547878          0.00404625          0.00260504
          0.00116426        -0.000267073         -0.00168012
         -0.00306625         -0.00441711         -0.00572465
         -0.00698119         -0.00817947         -0.00931266
          -0.0103744           -0.011359           -0.012261
          -0.0130759          -0.0137995          -0.0144283
          -0.0149596          -0.0153912          -0.0157214
          -0.0159494           -0.016075          -0.0160986
          -0.0160212          -0.0158445          -0.0155706
          -0.0152026          -0.0147437          -0.0141979
          -0.0135695          -0.0128636          -0.0120855
          -0.0112407          -0.0103354         -0.00937597
         -0.00836902         -0.00732139         -0.00624012
         -0.00513237         -0.00400536         -0.00286639
          -0.0017227        -0.000581516         0.000550063
          0.00166506           0.0027567          0.00381841
          0.00484391           0.0058272          0.00676262
          0.00764487          0.00846904          0.00923066
           0.0099257           0.0105506           0.0111022
           0.0115779           0.0119757           0.0122939
           0.0125315            0.012688           0.0127633
           0.0127578           0.0126726           0.0125091
           0.0122693           0.0119554           0.0115704
           0.0111175           0.0106003           0.0100228
          0.00938926          0.00870434          0.00797293
          0.00720012          0.00639123          0.00555176
           0.0046873          0.00380354          0.00290626
           0.0020012          0.00109414          0.00019075
        -0.000703335         -0.00158264         -0.00244184
         -0.00327578         -0.00407955         -0.00484847
         -0.00557812         -0.00626441         -0.00690353
         -0.00749204         -0.00802685         -0.00850523
         -0.00892485         -0.00928375         -0.00958041
         -0.00981369         -0.00998286          -0.0100876
           -0.010128          -0.0101046          -0.0100183
         -0.00987023         -0.00966217         -0.00939607
         -0.00907428         -0.00869945         -0.00827454
          -0.0078028         -0.00728772         -0.00673303
